4913
         35517645 function calls (35268577 primitive calls) in 31.088 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 chart_radar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base.py:75(PandasObject)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:336(IRIXCPUInfo)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:642(Win32CPUInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:466(get_build_platform)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3962(parseImpl)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
        1    0.000    0.000    0.000    0.000 _converter.py:48(register)
        1    0.000    0.000    0.000    0.000 __init__.py:211(_is_writable_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:518(_get_xdg_config_dir)
        2    0.000    0.000    0.000    0.000 rcsetup.py:318(__call__)
        9    0.000    0.000    0.000    0.000 rcsetup.py:646(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
        1    0.000    0.000    0.000    0.000 colors.py:1514(LightSource)
        2    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        2    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
        1    0.000    0.000    0.000    0.000 rrule.py:1390(_rrulestr)
        1    0.000    0.000    0.000    0.000 parsers.py:1919(PythonParser)
        1    0.000    0.000    0.000    0.000 excel.py:920(_Openpyxl20Writer)
        1    0.000    0.000    0.000    0.000 pytables.py:68(BinOp)
        1    0.000    0.000    0.000    0.000 pluggy.py:686(_HookCaller)
        1    0.000    0.000    0.000    0.000 deprecated.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
       25    0.000    0.000    0.000    0.000 enum.py:866(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__getattr__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1015(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        2    0.000    0.000    0.000    0.000 version.py:57(__le__)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 app.py:12(App)
        1    0.000    0.000    0.000    0.000 custom.py:9(<module>)
        1    0.000    0.000    0.000    0.000 theme.py:16(Theme)
        1    0.000    0.000    0.000    0.000 vml.py:9(<module>)
        1    0.000    0.000    0.000    0.000 chart_column.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_stock.py:8(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
       12    0.000    0.000    0.000    0.000 version.py:261(<genexpr>)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3417(__init__)
        1    0.000    0.000    0.002    0.002 __init__.py:11(<module>)
       19    0.000    0.000    0.000    0.000 strings.py:1354(copy)
       11    0.000    0.000    0.000    0.000 numeric.py:75(is_all_dates)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1167(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1560(Week)
       13    0.000    0.000    0.000    0.000 offsets.py:1929(<genexpr>)
        8    0.000    0.000    0.000    0.000 datetimelike.py:159(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 indexing.py:1262(_IXIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:1677(DatetimeLikeBlockMixin)
        4    0.000    0.000    0.000    0.000 __init__.py:286(wrap)
        2    0.000    0.000    0.000    0.000 rcsetup.py:193(validate_axisbelow)
        7    0.000    0.000    0.000    0.000 rcsetup.py:290(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_name)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1805(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1893(Affine2D)
        1    0.000    0.000    0.000    0.000 _style.py:172(_Options)
        1    0.000    0.000    0.000    0.000 list.py:12(SparseList)
        1    0.000    0.000    0.000    0.000 mark.py:259(__getattr__)
        1    0.000    0.000    0.000    0.000 mark.py:286(MarkDecorator)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.datetime_data}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:753(is_package)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6046(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6248(MaskedConstant)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        2    0.000    0.000    0.000    0.000 config.py:223(__call__)
        3    0.000    0.000    0.000    0.000 config.py:528(_select_options)
        1    0.000    0.000    0.000    0.000 chart_line.py:8(<module>)
        6    0.000    0.000    0.000    0.000 _decorators.py:9(deprecate)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:4386(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:281(_Op)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:549(SunOSCPUInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:2898(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        8    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:44(test_numexpr)
        4    0.000    0.000    0.000    0.000 strings.py:1332(_pat_wrapper)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        2    0.000    0.000    0.000    0.000 _apipkg.py:14(_py_abspath)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:85(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:395(Colormap)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        1    0.000    0.000    0.000    0.000 _core.py:1128(BarPlot)
        2    0.000    0.000    0.000    0.000 util.py:73(compose)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.000    0.000 _depr_module.py:4(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:1155(ParserBase)
        1    0.000    0.000    0.000    0.000 openpyxl_compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:4171(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4229(GenericTable)
        1    0.000    0.000    0.000    0.000 json.py:366(Parser)
        1    0.000    0.000    0.000    0.000 sql.py:1366(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 source.py:18(Source)
        4    0.000    0.000    0.000    0.000 fixtures.py:49(decoratescope)
        1    0.000    0.000    0.000    0.000 capture.py:23(pytest_addoption)
        1    0.000    0.000    0.002    0.002 testing.py:5(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:358(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:117(lrange)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:609(_FileInFile)
        2    0.000    0.000    0.000    0.000 config.py:477(deprecate_option)
        1    0.000    0.000    0.000    0.000 core.py:15(Core)
        1    0.000    0.000    0.000    0.000 dtypes.py:126(__new__)
        1    0.000    0.000    0.000    0.000 common.py:302(groupby)
        7    0.000    0.000    0.000    0.000 nanops.py:77(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:337(_TimeOp)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:458(DarwinCPUInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:337(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:2989(Requirement)
        1    0.000    0.000    0.000    0.000 __init__.py:3126(_initialize)
        1    0.000    0.000    0.000    0.000 appdirs.py:365(AppDirs)
        1    0.000    0.000    0.005    0.005 pythoncom.py:2(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 utils.py:118(detect_number_of_threads)
        2    0.000    0.000    0.000    0.000 utils.py:141(__init__)
        1    0.000    0.000    0.000    0.000 strings.py:1893(StringAccessorMixin)
       10    0.000    0.000    0.000    0.000 internals.py:154(internal_values)
        1    0.000    0.000    0.000    0.000 internals.py:1833(ObjectBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2214(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2358(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 common.py:413(MMapWrapper)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.004    0.004 __init__.py:888(rc_params)
        1    0.000    0.000    0.000    0.000 colors.py:275(ColorConverter)
        1    0.000    0.000    0.000    0.000 _core.py:898(LinePlot)
        1    0.000    0.000    0.000    0.000 engines.py:40(AbstractEngine)
        2    0.000    0.000    0.000    0.000 parsers.py:499(_make_parser_function)
       10    0.000    0.000    0.000    0.000 parsers.py:1031(_create_index)
        3    0.000    0.000    0.000    0.000 pytables.py:1496(set_name)
        1    0.000    0.000    0.000    0.000 html.py:148(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 config.py:486(__init__)
        1    0.000    0.000    0.000    0.000 code.py:19(Code)
       25    0.000    0.000    0.000    0.000 __init__.py:55(mark_rewrite)
        1    0.000    0.000    0.000    0.000 fixtures.py:889(yield_fixture)
        1    0.000    0.000    0.000    0.000 recwarn.py:121(WarningsRecorder)
        1    0.000    0.000    0.000    0.000 mark.py:411(MarkInfo)
        1    0.000    0.000    0.000    0.000 python.py:1099(Function)
        1    0.000    0.000    0.000    0.000 skipping.py:14(pytest_addoption)
        1    0.000    0.000    0.000    0.000 setuponly.py:7(pytest_addoption)
        1    0.000    0.000    0.000    0.000 warnings.py:36(pytest_addoption)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        2    0.000    0.000    0.000    0.000 enum.py:579(__hash__)
        1    0.000    0.000    0.000    0.000 locale.py:612(getpreferredencoding)
        5    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:203(_NetlocResultMixinBytes)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6255(__new__)
        1    0.000    0.000    0.000    0.000 extras.py:1478(mr_class)
        1    0.000    0.000    0.000    0.000 __init__.py:195(UTC)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 _version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2550(BoundArguments)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:1046(_tzicalvtz)
        2    0.000    0.000    0.000    0.000 config.py:602(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:12(ChartScatter)
        2    0.000    0.000    0.000    0.000 nanops.py:446(_nanminmax)
        1    0.000    0.000    0.001    0.001 autotimeit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:4291(PanelGroupBy)
        2    0.000    0.000    0.000    0.000 platform.py:1065(machine)
        1    0.000    0.000    0.000    0.000 __init__.py:102(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:382(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:1650(MemoizedZipManifests)
        2    0.000    0.000    0.223    0.112 __init__.py:3121(_call_aside)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        1    0.000    0.000    0.000    0.000 necompiler.py:77(ASTNode)
        1    0.000    0.000    0.000    0.000 offsets.py:947(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:2482(FY5253Quarter)
        6    0.000    0.000    0.000    0.000 offsets.py:2685(_tick_comp)
        1    0.000    0.000    0.000    0.000 internals.py:1450(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 internals.py:1701(TimeDeltaBlock)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 _apipkg.py:58(ApiModule)
        1    0.000    0.000    0.000    0.000 local.py:21(Stat)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 accessors.py:176(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 _converter.py:297(MilliSecondLocator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:114(validate_path_exists)
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:157(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:606(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:849(Normalize)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 dates.py:509(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:794(DateLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:91(rrulebase)
        1    0.000    0.000    0.000    0.000 ticker.py:1308(PercentFormatter)
        1    0.000    0.000    0.000    0.000 _core.py:2424(SeriesPlotMethods)
        1    0.000    0.000    0.000    0.000 expr.py:705(Expr)
        1    0.000    0.000    0.000    0.000 parsers.py:690(TextFileReader)
        1    0.000    0.000    0.000    0.000 sql.py:540(SQLTable)
        1    0.000    0.000    0.000    0.000 config.py:920(do_setns)
        1    0.000    0.000    0.000    0.000 __init__.py:13(pytest_addoption)
        1    0.000    0.000    0.000    0.000 rewrite.py:46(AssertionRewritingHook)
        1    0.000    0.000    0.000    0.000 code.py:14(Code)
        1    0.000    0.000    0.000    0.000 freeze_support.py:4(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:18(pytest_addoption)
        1    0.000    0.000    0.000    0.000 unittest.py:69(TestCaseFunction)
        1    0.000    0.000    0.000    0.000 skipping.py:63(MarkEvaluator)
        1    0.000    0.000    0.000    0.000 pastebin.py:9(pytest_addoption)
        1    0.000    0.000    0.000    0.000 junitxml.py:68(_NodeReporter)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 enum.py:535(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        4    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        1    0.000    0.000    0.000    0.000 arrayprint.py:602(FloatFormat)
        1    0.000    0.000    0.000    0.000 shape_base.py:364(_Recurser)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       10    0.000    0.000    0.000    0.000 case.py:1315(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1337(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1143(Manager)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 extras.py:1453(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 ssl.py:355(_ASN1Object)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:335(_Stream)
        1    0.000    0.000    0.000    0.000 config.py:178(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 chartsheet.py:12(Chartsheet)
        1    0.000    0.000    0.000    0.000 custom.py:12(Custom)
        1    0.000    0.000    0.000    0.000 comments.py:14(Comments)
        1    0.000    0.000    0.000    0.000 chart_pie.py:12(ChartPie)
        6    0.000    0.000    0.000    0.000 categorical.py:45(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 base.py:165(PandasDelegate)
        1    0.000    0.000    0.000    0.000 frozen.py:84(FrozenNDArray)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 __init__.py:209(parse_version)
        1    0.000    0.000    0.000    0.000 __init__.py:583(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:606(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1579(DefaultProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        4    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4742(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1969(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2208(YearBegin)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
       10    0.000    0.000    0.000    0.000 generic.py:236(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:45(_IndexSlice)
        1    0.000    0.000    0.000    0.000 internals.py:5123(JoinUnit)
        1    0.000    0.000    0.000    0.000 format.py:2301(EngFormatter)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 _converter.py:74(TimeConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:583(_get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:1433(Grouper)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        2    0.000    0.000    0.000    0.000 rcsetup.py:616(validate_bbox)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2004(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
        1    0.000    0.000    0.000    0.000 colors.py:63(_ColorMapping)
        1    0.000    0.000    0.000    0.000 ticker.py:1182(EngFormatter)
        1    0.000    0.000    0.000    0.000 _core.py:1246(BarhPlot)
        1    0.000    0.000    0.000    0.000 _core.py:2597(FramePlotMethods)
        1    0.000    0.000    0.000    0.000 expr.py:686(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 align.py:44(_filter_special_cases)
       11    0.000    0.000    0.000    0.000 resample.py:133(_make_deprecated_binop)
        1    0.000    0.000    0.000    0.000 resample.py:787(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 merge.py:491(_MergeOperation)
        1    0.000    0.000    0.000    0.000 excel.py:215(ExcelFile)
        1    0.000    0.000    0.000    0.000 excel.py:1403(_XlwtWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:2739(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4104(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 html.py:384(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 sasreader.py:3(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1854(StataWriter)
        1    0.000    0.000    0.000    0.000 code.py:358(ExceptionInfo)
        1    0.000    0.000    0.000    0.000 code.py:461(FormattedExcinfo)
        3    0.000    0.000    0.000    0.000 pluggy.py:176(get)
        1    0.000    0.000    0.000    0.000 fixtures.py:912(FixtureManager)
        1    0.000    0.000    0.000    0.000 code.py:425(FormattedExcinfo)
        1    0.000    0.000    0.000    0.000 debugging.py:7(pytest_addoption)
        1    0.000    0.000    0.000    0.000 terminal.py:90(WarningReport)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:100(MonkeyPatch)
        1    0.000    0.000    0.000    0.000 junitxml.py:262(LogXML)
        1    0.000    0.000    0.000    0.000 doctest.py:168(DoctestTextfile)
        1    0.000    0.000    0.000    0.000 testing.py:71(set_testing_mode)
       10    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
